"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629473555-964","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Carsten Høeg - Forsker og menneske
                          Medlemspris: 125,00 kr.
                          Pris: 140,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788797150016-carsten-hoeeg-forsker-og-menneske/",,"Carsten Høeg - Forsker og menneske","Medlemspris: 125,00 kr.","Pris: 140,00 kr.","Professor, dr. phil. CARSTEN HØEG (1896 – 1961) var en af 1900-tallets mest fremtrædende danske videnskabsmænd. Han var professor i klassisk filologi ved Københavns Universitet fra 1926 til sin død og en international pioner inden for udforskningen af byzantinsk musik. Han spillede desuden en betydelig rolle i modstands-bevægelsen under Danmarks besættelse 1940-45.",
"1629471949-304","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Slægtsforskning i lægdsruller, søruller og i hærens og søværnets arkiver
                          Medlemspris: 222,75 kr.
                          Pris: 248,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789466071-slaegtsforskning-i-laegdsruller-soeruller-og-i-haerens-og-soevaernets-arkiver/",,"Slægtsforskning i lægdsruller, søruller og i hærens og søværnets arkiver","Medlemspris: 222,75 kr.","Pris: 248,00 kr.","Hærens og søværnets arkiver udgør en guldgrube for slægtsforskere.Det samme gør lægdsrullerne og sørullerne.

Bogen hjælper slægtforskeren og den historisk interesserede med at finde frem til de relevante arkivalier på Rigsarkivet og ved brug af DAISY og Arkivalieronline at finde og evt. bestille dem.",
"1629473425-919","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788712060628.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472080-357","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Rejsen til Amerika
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711983492-rejsen-til-amerika/",,"Rejsen til Amerika","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","REJSEN TIL AMERIKA er udvandrernes historie; en fortælling om store forventninger, hårdt slid, stædighed, falske forhåbninger og - for nogles vedkommende - opfyldelsen af den amerikanske drøm.. Det er en dokumentarisk fortælling stykket sammen af breve, dagbøger, erindringer, artikler, illustrationer, fotos og anden research i USA, Tyskland, England og Danmark.",
"1629472326-460","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740062465.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472818-665","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Inddæmningen ved Odense Fjord
                          Medlemspris: 180,00 kr.
                          Pris: 200,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788792625939-inddaemningen-ved-odense-fjord/",,"Inddæmningen ved Odense Fjord","Medlemspris: 180,00 kr.","Pris: 200,00 kr.","”Historierne om digebyggerne, inddæmmerne. Så vidt muligt fra deres egen pen. Jeg har søgt i de gamle tidsskrifter, gamle bøger og dokumenter for at finde de tidligste beretninger om de folk der byggede diger, inddæmmede store områder og ændrede kortet over Odense Fjord. I dag har vi et helt andet forhold til værdien af natur og betaler store summer for at ændre natur til nutidige behov og ønsker.",
"1629473431-935","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Dernæst beskrives i tre specialstudier udgivelsen af henholdsvis folkeviser, salmer og historiske kilder.",
"1629472167-394","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771847444.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473422-896","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","DANSK KOLONI I INDIELAND
                          Medlemspris: 315,00 kr.
                          Pris: 349,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799508679-dansk-koloni-i-indieland/",,"DANSK KOLONI I INDIELAND","Medlemspris: 315,00 kr.","Pris: 349,00 kr.","Kongen sendte samtidig den erfarne kaptajn, Jens Munk, nordpå for at finde Nordvestpassagen. Det har Thorkil Hansen skrevet om. Den rejse endte i en katastrofe.",
"1629473431-930","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Bind 1 undersøger udgivelsen af græsk og latinsk litteratur fra bogtrykkerkunstens indførelse i Danmark til den yngste udgave af Saxo Grammaticus’ Gesta Danorum fra 2015. Efter et metodisk indledningskapitel beskrives de forskellige århundreders vigtigste udgavetyper.",
"1629473116-780","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740666175.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472482-516","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Kongens klæder 2
                          Medlemspris: 538,20 kr.
                          Pris: 598,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740833386-kongens-klaeder-2/",,"Kongens klæder 2","Medlemspris: 538,20 kr.","Pris: 598,00 kr.","Hærens uniformspragt blev genoprettet efter Englandskrigene, og i et samfund med en høj grad af militarisering fyldte uniformerne gadebilledet. Overalt så man de røde kjoler og hærens særprægede hovedbeklædninger. Med Treårskrigens udbrud indførtes den toradede mørkeblå våbenfrakke, som med mindre ændringer var dominerende resten af perioden. Men det betød ikke, at udviklingen gik i stå. Tværtimod indførtes et væld af andre interessante uniforms- og udrustningsgenstande.",
"1629473149-794","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Engle dør aldrig - Hells Angels i Danmark 1957-1997
                          Medlemspris: 255,00 kr.
                          Pris: 300,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740055009-engle-doer-aldrig-hells-angels-i-danmark-1957-1997/",,"Engle dør aldrig - Hells Angels i Danmark 1957-1997","Medlemspris: 255,00 kr.","Pris: 300,00 kr.","For første gang får vi her den samlede historie om verdens mest kendte rockerklub, der gennem fire årtier har domineret rockermiljøet herhjemme. Et unikt indblik i en lukket underverden, hvor samfundets love ikke gælder.

Rygmærket med det bevingede kranie er for de indviede synonymt med frihed, broderskab og motorcykler. For de fleste andre med narko, vold, død og ødelæggelse. Hells Angels er verdens mest kendte rockerklub. Stiftet i Californien af hjemvendte piloter efter Anden Verdenskrig, mytologiseret i bøger og film, stemplet som kriminel organisation i adskillige lande og etableret i Danmark ved indgangen til 1981.

Engle dør aldrig – En fortælling om Hells Angels i Danmark er en dokumentarisk historie i to bind. Gennem adgang til politiets materiale og statens arkiver samt artikler, film, bøger, øjenvidner, journalister, fotografer, efterforskere og rockere tages læserne med ind i en lukket verden, hvor samfundets love ikke gælder, og hvor medlemmerne er villige til at sidde årtier bag tremmer eller betale med livet for at bære det berygtede rygmærke.

Dette første bind dækker perioden 1957-1997 og fortæller historien om de første danske læderjakker, tidlige rockerklubber som Filthy Few, Nomads MC og Galloping Goose samt stiftelsen af Unionen og optagelsen i Hells Angels. Bogen skildrer udviklingen af rockermiljøet herhjemme og myndighedernes indsatser mod en kriminel underverden, der tog til i styrke og blodighed op gennem 1980’erne med Hells Angels krig mod Bullshit og i 1990’erne med Store Nordiske Rockerkrig mod Bandidos.

Med nedslag i konkrete begivenheder og blodige opgør portrætteres markante figurer fra Hells Angels som ’Jønke’, ’Blondie’, ’Zulu’, ’Mike’, ’Ost’ og ’Ludvig’, og politiets mangeårige efterforskning rulles op. Bogen er rigt illustreret, blandt andet med ikke tidligere offentliggjorte fotos.",
"1629472990-733","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Germania
                          Medlemspris: 124,00 kr.
                          Pris: 152,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531519-germania/",,"Germania","Medlemspris: 124,00 kr.","Pris: 152,00 kr.",,
"1629472326-462","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788763546386.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472863-688","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Holmens Kirke
                          Medlemspris: 255,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788712057444-holmens-kirke/",,"Holmens Kirke","Medlemspris: 255,00 kr.","Pris: 299,95 kr.",,
"1629472970-730","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Grever, baroner og husmænd
                          Medlemspris: 360,00 kr.
                          Pris: 399,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702159578-grever-baroner-og-husmaend/",,"Grever, baroner og husmænd","Medlemspris: 360,00 kr.","Pris: 399,95 kr.",,
